交差点番号,管理者名,交差点名,地先名,緯度,経度,路線名
6642430248,名寄市,,名寄市西七条北七丁目１４,44.363956390 ,142.452496794 ,"[{'RosenName': '市町村道 名寄市97115号線 複線（348） ９７１１５号複線３４８', 'KitenNodeNo': '6642430247', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 名寄市97115号線 複線（331） ９７１１５号複線３３１', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430289'}]"
6642430250,名寄市,,名寄市西九条北十丁目１５３,44.367493455 ,142.452496559 ,"[{'RosenName': '市町村道 名寄市97115号線 複線（369） ９７１１５号複線３６９', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430271'}]"
6642430271,名寄市,,名寄市西六条北十一丁目５８,44.368851699 ,142.454742092 ,"[{'RosenName': '市町村道 名寄市97115号線 複線（369） ９７１１５号複線３６９', 'KitenNodeNo': '6642430250', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 名寄市97115号線 複線（379） ９７１１５号複線３７９', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430288'}]"
6642430417,名寄市,,名寄市字旭東１４７,44.348734462 ,142.487519539 ,"[{'RosenName': '市町村道 名寄市97108号線 複線（1） ９７１０８号複線１', 'KitenNodeNo': '6642340013', 'SyutenNodeNo': ''}]"
6642430450,名寄市,,名寄市大通南５丁目,44.351641624 ,142.463771561 ,"[{'RosenName': '市町村道 名寄市117号線 南５丁目通線', 'KitenNodeNo': '6642430069', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 名寄市103号線 大通線', 'KitenNodeNo': '6642430455', 'SyutenNodeNo': '6642430447'}]"
6642430521,名寄市,,名寄市字豊栄１０９,44.339767620 ,142.450202784 ,"[{'RosenName': '市町村道 名寄市97102号線 複線（186） ９７１０２号複線１８６', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430228'}, {'RosenName': '市町村道 名寄市97102号線 複線（184） ９７１０２号複線１８４', 'KitenNodeNo': '6642430549', 'SyutenNodeNo': ''}]"
6642430549,名寄市,,名寄市字豊栄１１９,44.338801072 ,142.450202848 ,"[{'RosenName': '市町村道 名寄市97102号線 複線（179） ９７１０２号複線１７９', 'KitenNodeNo': '6642430165', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 名寄市97102号線 複線（184） ９７１０２号複線１８４', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430521'}]"
6642330052,名寄市,,名寄市風連町北栄町１５９,44.296118005 ,142.426395401 ,"[{'RosenName': '市町村道 名寄市97102号線 複線（23） ９７１０２号複線２３', 'KitenNodeNo': '6642330051', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 名寄市97102号線 複線（16） ９７１０２号複線１６', 'KitenNodeNo': '', 'SyutenNodeNo': '6642330055'}]"
6642330107,名寄市,,名寄市風連町字東風連１２４８,44.315945550 ,142.450250195 ,"[{'RosenName': '市町村道 名寄市97102号線 複線（68） ９７１０２号複線６８', 'KitenNodeNo': '6642330065', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 名寄市97102号線 複線（86） ９７１０２号複線８６', 'KitenNodeNo': '', 'SyutenNodeNo': '6642330124'}]"
6642330109,名寄市,,名寄市字徳田２７１,44.321249064 ,142.450229011 ,"[{'RosenName': '市町村道 名寄市97102号線 複線（104） ９７１０２号複線１０４', 'KitenNodeNo': '6642330124', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 名寄市97102号線 複線（105） ９７１０２号複線１０５', 'KitenNodeNo': '', 'SyutenNodeNo': '6642330173'}]"
6642330124,名寄市,,名寄市風連町字東風連１２４８,44.316995421 ,142.450250125 ,"[{'RosenName': '市町村道 名寄市97102号線 複線（86） ９７１０２号複線８６', 'KitenNodeNo': '6642330107', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 名寄市97102号線 複線（104） ９７１０２号複線１０４', 'KitenNodeNo': '', 'SyutenNodeNo': '6642330109'}]"
6642430030,名寄市,,名寄市西九条南五丁目１６,44.351370359 ,142.450189514 ,"[{'RosenName': '市町村道 名寄市101号線 昭和通線', 'KitenNodeNo': '6642430032', 'SyutenNodeNo': '6642430028'}, {'RosenName': '市町村道 名寄市97115号線 複線（52） ９７１１５号複線５２', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430234'}]"
6642430038,名寄市,,名寄市西八条南四丁目１３,44.351366262 ,142.452201826 ,"[{'RosenName': '市町村道 名寄市97115号線 複線（56） ９７１１５号複線５６', 'KitenNodeNo': '6642430234', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 名寄市97115号線 複線（69） ９７１１５号複線６９', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430261'}]"
6642430046,名寄市,,名寄市西六条南四丁目４４,44.351366340 ,142.454468281 ,"[{'RosenName': '市町村道 名寄市97115号線 複線（97） ９７１１５号複線９７', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430058'}, {'RosenName': '市町村道 名寄市97115号線 複線（82） ９７１１５号複線８２', 'KitenNodeNo': '6642430261', 'SyutenNodeNo': ''}]"
6642430058,名寄市,,名寄市西五条南五丁目２７,44.351370543 ,142.455572344 ,"[{'RosenName': '市町村道 名寄市97115号線 複線（97） ９７１１５号複線９７', 'KitenNodeNo': '6642430046', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 名寄市97115号線 複線（116） ９７１１５号複線１１６', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430066'}]"
6642430171,名寄市,,名寄市字曙２１５,44.341274811 ,142.422234460 ,"[{'RosenName': '市町村道 名寄市97102号線 複線（169） ９７１０２号複線１６９', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430174'}]"
6642430174,名寄市,,名寄市字曙２１５,44.341304213 ,142.429233805 ,"[{'RosenName': '市町村道 名寄市97102号線 複線（167） ９７１０２号複線１６７', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430006'}, {'RosenName': '市町村道 名寄市97102号線 複線（169） ９７１０２号複線１６９', 'KitenNodeNo': '6642430171', 'SyutenNodeNo': ''}]"
6642430226,名寄市,,名寄市西十条南十丁目５３,44.345650230 ,142.450198226 ,"[{'RosenName': '市町村道 名寄市97102号線 複線（228） ９７１０２号複線２２８', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430227'}, {'RosenName': '市町村道 名寄市97102号線 複線（219） ９７１０２号複線２１９', 'KitenNodeNo': '6642430232', 'SyutenNodeNo': ''}]"
6642430227,名寄市,,名寄市西十条南十丁目５３,44.345837707 ,142.450202380 ,"[{'RosenName': '市町村道 名寄市97102号線 複線（236） ９７１０２号複線２３６', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430028'}, {'RosenName': '市町村道 名寄市97102号線 複線（228） ９７１０２号複線２２８', 'KitenNodeNo': '6642430226', 'SyutenNodeNo': ''}]"
6642430228,名寄市,,名寄市字徳田６５,44.341338260 ,142.450215178 ,"[{'RosenName': '市町村道 名寄市97102号線 複線（190） ９７１０２号複線１９０', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430229'}, {'RosenName': '市町村道 名寄市97102号線 複線（186） ９７１０２号複線１８６', 'KitenNodeNo': '6642430521', 'SyutenNodeNo': ''}]"
6642430229,名寄市,,名寄市西八条南十二丁目５５,44.342688094 ,142.450215088 ,"[{'RosenName': '市町村道 名寄市97102号線 複線（190） ９７１０２号複線１９０', 'KitenNodeNo': '6642430228', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 名寄市97102号線 複線（194） ９７１０２号複線１９４', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430230'}]"
6642430230,名寄市,,名寄市西八条南十一丁目４０,44.343642143 ,142.450202526 ,"[{'RosenName': '市町村道 名寄市97102号線 複線（194） ９７１０２号複線１９４', 'KitenNodeNo': '6642430229', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 名寄市97102号線 複線（200） ９７１０２号複線２００', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430231'}]"
6642430231,名寄市,,名寄市西八条南十一丁目４０,44.343879614 ,142.450206677 ,"[{'RosenName': '市町村道 名寄市97102号線 複線（200） ９７１０２号複線２００', 'KitenNodeNo': '6642430230', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 名寄市97102号線 複線（210） ９７１０２号複線２１０', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430232'}]"
6642430232,名寄市,,名寄市西十条南十丁目６４,44.344841996 ,142.450202446 ,"[{'RosenName': '市町村道 名寄市97102号線 複線（219） ９７１０２号複線２１９', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430226'}, {'RosenName': '市町村道 名寄市97102号線 複線（210） ９７１０２号複線２１０', 'KitenNodeNo': '6642430231', 'SyutenNodeNo': ''}]"
6642430234,名寄市,,名寄市西八条南四丁目８,44.351349558 ,142.451043602 ,"[{'RosenName': '市町村道 名寄市97115号線 複線（52） ９７１１５号複線５２', 'KitenNodeNo': '6642430030', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 名寄市97115号線 複線（56） ９７１１５号複線５６', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430038'}]"
6642430249,名寄市,,名寄市西八条北九丁目２１,44.366418587 ,142.452484132 ,"[{'RosenName': '市町村道 名寄市97115号線 複線（361） ９７１１５号複線３６１', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430269'}]"
6642430261,名寄市,,名寄市西六条南五丁目１,44.351370477 ,142.453630859 ,"[{'RosenName': '市町村道 名寄市97115号線 複線（69） ９７１１５号複線６９', 'KitenNodeNo': '6642430038', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 名寄市97115号線 複線（82） ９７１１５号複線８２', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430046'}]"
6642430269,名寄市,,名寄市西六条北九丁目１０,44.366422831 ,142.454754753 ,"[{'RosenName': '市町村道 名寄市97115号線 複線（357） ９７１１５号複線３５７', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430150'}, {'RosenName': '市町村道 名寄市97115号線 複線（361） ９７１１５号複線３６１', 'KitenNodeNo': '6642430249', 'SyutenNodeNo': ''}]"
6642430325,名寄市,,名寄市東二条南二丁目３,44.354012280 ,142.467087761 ,"[{'RosenName': '市町村道 名寄市97115号線 複線（213） ９７１１５号複線２１３', 'KitenNodeNo': '6642430455', 'SyutenNodeNo': ''}]"
6642430455,名寄市,,名寄市大通南二丁目１４,44.354008000 ,142.463779736 ,"[{'RosenName': '市町村道 名寄市97115号線 複線（213） ９７１１５号複線２１３', 'KitenNodeNo': '', 'SyutenNodeNo': '6642430325'}, {'RosenName': '市町村道 名寄市103号線 大通線', 'KitenNodeNo': '6642430472', 'SyutenNodeNo': '6642430450'}]"
6544630042,網走市,栄,網走市字栄,43.867513499 ,144.383177923 ,"[{'RosenName': '市町村道 網走市45号線 栄浦士別線', 'KitenNodeNo': '', 'SyutenNodeNo': '6544630108'}]"
6544710029,網走市,,網走市字呼人,43.969198729 ,144.196925367 ,"[{'RosenName': '市町村道 網走市25号線 呼人湖畔線', 'KitenNodeNo': '6544710032', 'SyutenNodeNo': ''}]"
6544710052,網走市,,網走市字呼人,43.929296235 ,144.225042194 ,"[{'RosenName': '市町村道 網走市36号線 呼人東藻琴線', 'KitenNodeNo': '6544710090', 'SyutenNodeNo': '6544620004'}]"
6544710112,網走市,,網走市字呼人,43.959137985 ,144.212024682 ,"[{'RosenName': '市町村道 網走市541号線 呼人環状線', 'KitenNodeNo': '6544710083', 'SyutenNodeNo': ''}]"
6544710123,網走市,,網走市字潮見,43.994084876 ,144.244011076 ,"[{'RosenName': '市町村道 網走市23号線 天都山公園線', 'KitenNodeNo': '6544710044', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 網走市24号線 オホーツク公園通線', 'KitenNodeNo': '6544720051', 'SyutenNodeNo': ''}]"
6544710166,網走市,,網走市字呼人３６０,43.953771929 ,144.210854319 ,"[{'RosenName': '市町村道 網走市97116号線 呼人東藻琴線', 'KitenNodeNo': '6544710126', 'SyutenNodeNo': ''}]"
6544720009,網走市,,網走市字潮見１７６−２地先,43.995943947 ,144.271179322 ,"[{'RosenName': '市町村道 網走市128号線 潮見鱒浦線', 'KitenNodeNo': '', 'SyutenNodeNo': '6544720381'}, {'RosenName': '市町村道 網走市120号線 潮見団地線', 'KitenNodeNo': '6544720422', 'SyutenNodeNo': '6644020032'}]"
6544720023,網走市,,網走市字藻琴,43.967540927 ,144.323730666 ,"[{'RosenName': '市町村道 網走市97120号線 藻琴学校線', 'KitenNodeNo': '6544720343', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 網走市64号線 藻琴学校線', 'KitenNodeNo': '6544720359', 'SyutenNodeNo': ''}]"
6544720028,網走市,字北浜,網走市字北浜,43.944373297 ,144.334806240 ,"[{'RosenName': '市町村道 網走市42号線 北浜丸万川沿線', 'KitenNodeNo': '6544720435', 'SyutenNodeNo': ''}]"
6544720041,網走市,,網走市潮見２丁目７６−５地先,43.996489253 ,144.258167964 ,"[{'RosenName': '市町村道 網走市648号線 潮見西通線', 'KitenNodeNo': '6544720071', 'SyutenNodeNo': ''}]"
6544720051,網走市,,網走市字潮見,43.995010149 ,144.254864197 ,"[{'RosenName': '市町村道 網走市24号線 オホーツク公園通線', 'KitenNodeNo': '6544720379', 'SyutenNodeNo': '6544710123'}]"
6544720054,網走市,,網走市字東網走,43.943279360 ,144.267045777 ,"[{'RosenName': '市町村道 網走市21号線 昭和呼人線', 'KitenNodeNo': '', 'SyutenNodeNo': '6544710021'}, {'RosenName': '市町村道 網走市97101号線 複線（36） （０２１）昭和呼人線', 'KitenNodeNo': '', 'SyutenNodeNo': '6544720363'}, {'RosenName': '市町村道 網走市33号線 鱒浦中園線', 'KitenNodeNo': '6544720446', 'SyutenNodeNo': '6544720441'}]"
6544720071,網走市,,網走市字潮見２３７番地３,43.993635431 ,144.258113996 ,"[{'RosenName': '市町村道 網走市648号線 潮見西通線', 'KitenNodeNo': '6544720361', 'SyutenNodeNo': '6544720041'}]"
6544720171,網走市,字潮見,網走市字潮見１５６,43.991236155 ,144.270308888 ,"[{'RosenName': '市町村道 網走市97119号線 複線（34） 潮見鱒浦線', 'KitenNodeNo': '', 'SyutenNodeNo': '6544720243'}, {'RosenName': '市町村道 網走市128号線 潮見鱒浦線', 'KitenNodeNo': '6544720381', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 網走市129号線 潮見墓園東通線', 'KitenNodeNo': '', 'SyutenNodeNo': '6544720382'}]"
6544720243,網走市,,網走市鱒浦四丁目９,43.989224308 ,144.281841314 ,"[{'RosenName': '市町村道 網走市97119号線 複線（34） 潮見鱒浦線', 'KitenNodeNo': '6544720171', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 網走市97119号線 複線（19） 潮見鱒浦線', 'KitenNodeNo': '', 'SyutenNodeNo': '6544720260'}]"
6544720260,網走市,,網走市鱒浦四丁目２,43.989282700 ,144.283682810 ,"[{'RosenName': '市町村道 網走市97119号線 複線（19） 潮見鱒浦線', 'KitenNodeNo': '6544720243', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 網走市97119号線 複線（21） 潮見鱒浦線', 'KitenNodeNo': '', 'SyutenNodeNo': '6544720427'}]"
6544720363,網走市,,網走市字昭和,43.936360163 ,144.289535879 ,"[{'RosenName': '市町村道 網走市97101号線 複線（36） （０２１）昭和呼人線', 'KitenNodeNo': '6544720054', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 網走市35号線 藻琴中園線', 'KitenNodeNo': '6544720364', 'SyutenNodeNo': ''}]"
6544720364,網走市,　　,網走市字昭和１−１４地先,43.950925580 ,144.304116904 ,"[{'RosenName': '市町村道 網走市35号線 藻琴中園線', 'KitenNodeNo': '654472F001', 'SyutenNodeNo': '6544720363'}, {'RosenName': '市町村道 網走市46号線 鱒浦山里線', 'KitenNodeNo': '6544720368', 'SyutenNodeNo': ''}]"
6544720381,網走市,字潮見,網走市字潮見３６９,43.994031560 ,144.267796425 ,"[{'RosenName': '市町村道 網走市128号線 潮見鱒浦線', 'KitenNodeNo': '6544720009', 'SyutenNodeNo': '6544720171'}, {'RosenName': '市町村道 網走市618号線 潮見南通線', 'KitenNodeNo': '6544720382', 'SyutenNodeNo': ''}]"
6544720382,網走市,字潮見,網走市字潮見２２５−６,43.988065458 ,144.263318070 ,"[{'RosenName': '市町村道 網走市129号線 潮見墓園東通線', 'KitenNodeNo': '6544720171', 'SyutenNodeNo': '6544720378'}, {'RosenName': '市町村道 網走市618号線 潮見南通線', 'KitenNodeNo': '6544720442', 'SyutenNodeNo': '6544720381'}]"
6544720422,網走市,,網走市駒場８３番地５,44.002114421 ,144.282165407 ,"[{'RosenName': '市町村道 網走市120号線 潮見団地線', 'KitenNodeNo': '', 'SyutenNodeNo': '6544720009'}, {'RosenName': '市町村道 網走市167号線 つくしケ丘本通線', 'KitenNodeNo': '6644020375', 'SyutenNodeNo': '6544720357'}]"
6544720427,網走市,鱒浦１丁目,網走市鱒浦一丁目１,43.987924748 ,144.289782350 ,"[{'RosenName': '市町村道 網走市97119号線 複線（21） 潮見鱒浦線', 'KitenNodeNo': '6544720260', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 網走市28号線 鱒浦豊郷線', 'KitenNodeNo': '6544720349', 'SyutenNodeNo': '6544720441'}]"
6544720435,網走市,字北浜,網走市字北浜,43.954151787 ,144.349158444 ,"[{'RosenName': '市町村道 網走市42号線 北浜丸万川沿線', 'KitenNodeNo': '6544720355', 'SyutenNodeNo': '6544720028'}]"
6544720441,網走市,字豊郷,網走市字豊郷,43.958348611 ,144.273998291 ,"[{'RosenName': '市町村道 網走市33号線 鱒浦中園線', 'KitenNodeNo': '6544720054', 'SyutenNodeNo': '6544720347'}, {'RosenName': '市町村道 網走市28号線 鱒浦豊郷線', 'KitenNodeNo': '6544720427', 'SyutenNodeNo': ''}]"
6544720446,網走市,,網走市字中園,43.938854779 ,144.263729711 ,"[{'RosenName': '市町村道 網走市33号線 鱒浦中園線', 'KitenNodeNo': '6544720006', 'SyutenNodeNo': '6544720054'}]"
654472F001,網走市,,網走市字藻琴,43.963207769 ,144.313869353 ,"[{'RosenName': '市町村道 網走市35号線 藻琴中園線', 'KitenNodeNo': '', 'SyutenNodeNo': '6544720364'}, {'RosenName': '市町村道 網走市633号線 藻琴西２号線', 'KitenNodeNo': '6544720369', 'SyutenNodeNo': ''}]"
654472F002,網走市,,網走市字昭和１５７−２,43.927244605 ,144.289615657 ,"[{'RosenName': '市町村道 網走市26号線 山里中園南４号線', 'KitenNodeNo': '6544720015', 'SyutenNodeNo': ''}]"
6644010033,網走市,,網走市能取港町１丁目,44.043855945 ,144.186129603 ,"[{'RosenName': '市町村道 網走市260号線 能取港町１丁目通線', 'KitenNodeNo': '6644010048', 'SyutenNodeNo': ''}]"
6644010034,網走市,,網走市能取港町３丁目,44.040885505 ,144.187050555 ,"[{'RosenName': '市町村道 網走市370号線 能取港町３丁目通線', 'KitenNodeNo': '6644010052', 'SyutenNodeNo': ''}]"
6644010048,網走市,,網走市能取港町１丁目,44.040277130 ,144.183780060 ,"[{'RosenName': '市町村道 網走市260号線 能取港町１丁目通線', 'KitenNodeNo': '6644010084', 'SyutenNodeNo': '6644010033'}, {'RosenName': '市町村道 網走市265号線 能取港町北４号線', 'KitenNodeNo': '6644010092', 'SyutenNodeNo': '6644010052'}]"
6644010052,網走市,,網走市能取港町３丁目,44.039464811 ,144.186117403 ,"[{'RosenName': '市町村道 網走市370号線 能取港町３丁目通線', 'KitenNodeNo': '6644010080', 'SyutenNodeNo': '6644010034'}, {'RosenName': '市町村道 網走市265号線 能取港町北４号線', 'KitenNodeNo': '6644010048', 'SyutenNodeNo': ''}]"
6644010080,網走市,,網走市能取港町３丁目,44.033615330 ,144.180684961 ,"[{'RosenName': '市町村道 網走市370号線 能取港町３丁目通線', 'KitenNodeNo': '', 'SyutenNodeNo': '6644010052'}]"
6644010084,網走市,,網走市能取港町１丁目,44.034827609 ,144.178610067 ,"[{'RosenName': '市町村道 網走市260号線 能取港町１丁目通線', 'KitenNodeNo': '', 'SyutenNodeNo': '6644010048'}]"
6644010092,網走市,,網走市能取港町１丁目,44.040760354 ,144.182359323 ,"[{'RosenName': '市町村道 網走市265号線 能取港町北４号線', 'KitenNodeNo': '', 'SyutenNodeNo': '6644010048'}]"
6644020004,網走市,,網走市三眺法務省用地,44.022198315 ,144.249267019 ,"[{'RosenName': '市町村道 網走市108号線 網走川左岸線', 'KitenNodeNo': '6644020381', 'SyutenNodeNo': ''}]"
6644020009,網走市,新町,網走市新町１丁目１９−３地先,44.021398507 ,144.251929332 ,"[{'RosenName': '市町村道 網走市144号線 新町中央線', 'KitenNodeNo': '6644020379', 'SyutenNodeNo': '664402F001'}]"
6644020011,網走市,,網走市新町,44.021244442 ,144.254266631 ,"[{'RosenName': '市町村道 網走市688号線 網走川右岸線', 'KitenNodeNo': '6644020066', 'SyutenNodeNo': ''}]"
6644020022,網走市,,網走市南４条西４丁目,44.019657407 ,144.261936877 ,"[{'RosenName': '市町村道 網走市236号線 南４条通線', 'KitenNodeNo': '6644020017', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 網走市453号線 南６条通線', 'KitenNodeNo': '', 'SyutenNodeNo': '6644020400'}]"
6644020050,網走市,,網走市北３条東２丁目,44.026119305 ,144.267085970 ,"[{'RosenName': '市町村道 網走市199号線 北３条通東線', 'KitenNodeNo': '6644020393', 'SyutenNodeNo': ''}]"
6644020053,網走市,,網走市南４条東２丁目１０番地,44.021049167 ,144.269348611 ,"[{'RosenName': '市町村道 網走市84号線 東２丁目通線', 'KitenNodeNo': '', 'SyutenNodeNo': '6644020402'}]"
6644020066,網走市,,網走市南３条東４丁目１番地３,44.022269959 ,144.272339923 ,"[{'RosenName': '市町村道 網走市688号線 網走川右岸線', 'KitenNodeNo': '', 'SyutenNodeNo': '6644020011'}, {'RosenName': '市町村道 網走市80号線 東４丁目通線', 'KitenNodeNo': '', 'SyutenNodeNo': '6644020065'}]"
6644020078,網走市,,網走市南３条東６丁目,44.022145088 ,144.275547975 ,"[{'RosenName': '市町村道 網走市98号線 網走川臨港線', 'KitenNodeNo': '', 'SyutenNodeNo': '6644020108'}]"
6644020089,網走市,,網走市南４条東７丁目８−１,44.021936880 ,144.278381065 ,"[{'RosenName': '市町村道 網走市135号線 網走港線', 'KitenNodeNo': '6644020087', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 網走市98号線 網走川臨港線', 'KitenNodeNo': '6644020108', 'SyutenNodeNo': '6644020228'}]"
6644020107,網走市,,網走市北４条西３丁目９番地１,44.024256828 ,144.261361616 ,"[{'RosenName': '市町村道 網走市91号線 中大通線', 'KitenNodeNo': '6644020133', 'SyutenNodeNo': '6644020027'}, {'RosenName': '市町村道 網走市99号線 北２条通線', 'KitenNodeNo': '', 'SyutenNodeNo': '6644020395'}]"
6644020108,網走市,,網走市南４条東６丁目８番２１,44.022724271 ,144.277985214 ,"[{'RosenName': '市町村道 網走市98号線 網走川臨港線', 'KitenNodeNo': '6644020078', 'SyutenNodeNo': '6644020089'}]"
6644020117,網走市,,網走市北５条西６丁目,44.023598417 ,144.256924563 ,"[{'RosenName': '市町村道 網走市101号線 北５条通線', 'KitenNodeNo': '6644020133', 'SyutenNodeNo': '6644020318'}, {'RosenName': '市町村道 網走市133号線 北西６丁目通線', 'KitenNodeNo': '6644020383', 'SyutenNodeNo': ''}]"
6644020133,網走市,,網走市北５条西５丁目,44.025015051 ,144.260844945 ,"[{'RosenName': '市町村道 網走市91号線 中大通線', 'KitenNodeNo': '6644020387', 'SyutenNodeNo': '6644020107'}, {'RosenName': '市町村道 網走市101号線 北５条通線', 'KitenNodeNo': '6644020136', 'SyutenNodeNo': '6644020117'}]"
6644020136,網走市,,網走市北５条西３丁目,44.025485873 ,144.262153127 ,"[{'RosenName': '市町村道 網走市101号線 北５条通線', 'KitenNodeNo': '', 'SyutenNodeNo': '6644020133'}]"
6644020186,網走市,,網走市南４条東２丁目,44.021124187 ,144.270156866 ,"[{'RosenName': '市町村道 網走市83号線 東２丁目中通線', 'KitenNodeNo': '', 'SyutenNodeNo': '6644020187'}]"
6644020187,網走市,,網走市南５条東２丁目,44.020557593 ,144.270252729 ,"[{'RosenName': '市町村道 網走市83号線 東２丁目中通線', 'KitenNodeNo': '6644020186', 'SyutenNodeNo': '6644020403'}]"
6644020228,網走市,,網走市港町,44.020924548 ,144.279647686 ,"[{'RosenName': '市町村道 網走市405号線 南６条通東線', 'KitenNodeNo': '6644020088', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 網走市98号線 網走川臨港線', 'KitenNodeNo': '6644020089', 'SyutenNodeNo': '6644020233'}]"
6644020233,網走市,,網走市港町５―７,44.019795570 ,144.281093466 ,"[{'RosenName': '市町村道 網走市98号線 網走川臨港線', 'KitenNodeNo': '6644020228', 'SyutenNodeNo': '6644020449'}, {'RosenName': '市町村道 網走市543号線 商港第１埠頭線', 'KitenNodeNo': '', 'SyutenNodeNo': '6644020234'}]"
6644020234,網走市,,網走市港町５―７,44.020408028 ,144.282005841 ,"[{'RosenName': '市町村道 網走市543号線 商港第１埠頭線', 'KitenNodeNo': '6644020233', 'SyutenNodeNo': '6644020458'}]"
6644020236,網走市,,網走市港町５―７,44.019604021 ,144.283759904 ,"[{'RosenName': '市町村道 網走市543号線 商港第１埠頭線', 'KitenNodeNo': '6644020458', 'SyutenNodeNo': '6644020449'}]"
6644020318,網走市,,網走市北５条西７丁目,44.022602664 ,144.255787234 ,"[{'RosenName': '市町村道 網走市101号線 北５条通線', 'KitenNodeNo': '6644020117', 'SyutenNodeNo': ''}]"
6644020348,網走市,,網走市北１条東２丁目,44.024644610 ,144.270631583 ,"[{'RosenName': '市町村道 網走市151号線 モヨロ線', 'KitenNodeNo': '6644020394', 'SyutenNodeNo': ''}]"
6644020413,網走市,,網走市港町４−８０,44.015971182 ,144.285264182 ,"[{'RosenName': '市町村道 網走市544号線 商港団地１号線', 'KitenNodeNo': '6644020325', 'SyutenNodeNo': ''}, {'RosenName': '市町村道 網走市98号線 網走川臨港線', 'KitenNodeNo': '6644020462', 'SyutenNodeNo': '6644020464'}]"
6644020447,網走市,,網走市港町３−３,44.018533353 ,144.284743221 ,"[{'RosenName': '市町村道 網走市98号線 網走川臨港線', 'KitenNodeNo': '6644020448', 'SyutenNodeNo': '6644020462'}, {'RosenName': '市町村道 網走市674号線 商港第２埠頭線', 'KitenNodeNo': '6644020474', 'SyutenNodeNo': ''}]"
6644020448,網走市,,網走市港町３−３,44.019041590 ,144.283780774 ,"[{'RosenName': '市町村道 網走市98号線 網走川臨港線', 'KitenNodeNo': '6644020449', 'SyutenNodeNo': '6644020447'}, {'RosenName': '市町村道 網走市674号線 商港第２埠頭線', 'KitenNodeNo': '', 'SyutenNodeNo': '6644020475'}]"
6644020449,網走市,,網走市港町５―７,44.019224880 ,144.283180816 ,"[{'RosenName': '市町村道 網走市98号線 網走川臨港線', 'KitenNodeNo': '6644020233', 'SyutenNodeNo': '6644020448'}, {'RosenName': '市町村道 網走市543号線 商港第１埠頭線', 'KitenNodeNo': '6644020236', 'SyutenNodeNo': ''}]"
6644020458,網走市,,網走市港町５―７,44.019987280 ,144.282980782 ,"[{'RosenName': '市町村道 網走市543号線 商港第１埠頭線', 'KitenNodeNo': '6644020234', 'SyutenNodeNo': '6644020236'}]"
6644020462,網走市,,網走市港町４−１５,44.017037754 ,144.286226522 ,"[{'RosenName': '市町村道 網走市98号線 網走川臨港線', 'KitenNodeNo': '6644020447', 'SyutenNodeNo': '6644020413'}]"
6644020464,網走市,,網走市港町,44.013758898 ,144.283760302 ,"[{'RosenName': '市町村道 網走市98号線 網走川臨港線', 'KitenNodeNo': '6644020413', 'SyutenNodeNo': '6644020337'}]"
